商家名称,商家图片,联系人,联系电话,微信号,入驻时长（单位：月）,商家地址,简介
驰速水站,https://poi-pic-gz.cdn.bcebos.com/pic_b8d43843dbf84fe6bcdd6d16a125f270.jpeg,15946256177,15946256177, ,6,黑龙江省齐齐哈尔市龙沙区一期食街乐鹤18栋107室, 
北大荒五大连池矿泉水,https://lbsugc.cdn.bcebos.com/images/B63ef0ce262e76e79b.jpeg,13091668111,13091668111, ,6,大庆市让胡路区铁人大道, 
五大连池健龙矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_b8fbea218024c6c5d9594253c71fffff.jpeg,15804591566,15804591566, ,6,大庆市肇州县明德大街肇州县惠康医院, 
大苇子沟泉水销售处,https://poi-pic-gz.cdn.bcebos.com/pic_78471eb9a4f1df2a0d8f4ba3bea25976.jpeg,(0467)2389470,(0467)2389470, ,6,鸡西市鸡冠区康乐街鸡西市职业教育中心西南侧, 
庆康山泉配送中心,https://taojin-his.cdn.bcebos.com/d6ca7bcb0a46f21f6a1609aef8246b600c33ae29.jpg,(0467)5233969,(0467)5233969, ,6,鸡西市密山市福庆路黑龙江省密山市实验小学西侧约90米, 
兴安奇泉矿物质水(山泉水销售处),https://taojin-his.cdn.bcebos.com/18d8bc3eb13533fa6e9d1365a6d3fd1f41345b56.jpg,13351379977/13351379988,13351379977/13351379988, ,6,黑龙江省大兴安岭地区加格达奇区前进路3号, 
鑫泉娃哈哈桶装水(东一路店),https://poi-pic-gz.cdn.bcebos.com/pic_43a792d24d9d8600d44ce182908030e4.jpeg,(0458)2296577/18504582390/18704584880,(0458)2296577/18504582390/18704584880, ,6,黑龙江省伊春市铁力市东一路58号, 
鑫利矿泉水经销处,https://poi-pic-gz.cdn.bcebos.com/pic_00c179cdeafacf5e237cdfb566112a4b.jpeg,(0468)6823456,(0468)6823456, ,6,建设街萝北县第一小学南侧约40米, 
润泽源桶装水批发站(鹤岗市娃哈哈桶装水),https://poi-pic-gz.cdn.bcebos.com/pic_94ba8922bf9ca8492d553c707806883e.jpeg,18646886865,18646886865, ,6,黑龙江省鹤岗市东山区欣河路荣华家园小区f组团1号楼, 
大泉眼山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_167d5b21636326979230e9ed058ad610.jpeg,(0464)8555557/18004646286,(0464)8555557/18004646286, ,6,七台河市勃利县建工路景盛华庭-2区, 
利源纯净水经销处,https://poi-pic-gz.cdn.bcebos.com/pic_a385aea5cab5aa558c67dcba8562ed49.jpeg,(0469)4663098,(0469)4663098, ,6,福利镇县政府东侧财政局后院, 
农夫山泉水站,https://poi-pic-gz.cdn.bcebos.com/pic_c66a62ae2d814160825d09b8fa02cb00.jpeg,95077,95077, ,6,黑龙江省双鸭山市尖山区时代新城, 
桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_16f0e3313b817bde0da90aed3286087b.jpeg,(0469)5419808,(0469)5419808, ,6,双鸭山市宝清县新华路宝清客运站西北侧约50米, 
泡泡桶装水销售处,https://poi-pic-gz.cdn.bcebos.com/pic_4e0b7283d7c5bfc2f0514d99817e4651.jpeg,(0455)8329695,(0455)8329695, ,6,黑龙江省绥化市北林区北苑6号楼, 
五大连池桶装水经销处,https://poi-pic-gz.cdn.bcebos.com/pic_31d3f7954393e489aef32dab0051ed68.jpeg,17670939456,17670939456, ,6,绥化市庆安县解放北路庆安县第二小学西侧约50米, 
安达市名池纯净水店,https://poi-pic-gz.cdn.bcebos.com/pic_f6cfca5a3a26bbf2b8c4f8c1feca5663.jpeg,13555494427,13555494427, ,6,绥化市安达市庆丰南路鸿福嘉园-南区北侧, 
小李送水站,https://poi-pic-gz.cdn.bcebos.com/pic_4018b52b99e0e22b1a8d3bc1ed82d062.jpeg,17869087802,17869087802, ,6,德宏傣族景颇族自治州盈江县项棒营风情雅苑西北侧约110米, 
天潭矿泉水加盟店,https://poi-pic-gz.cdn.bcebos.com/pic_01f3b5d2e819476659b06b9bc2e5edc8.jpeg,(0692)6165998/(0692)6908777,(0692)6165998/(0692)6908777, ,6,德宏傣族景颇族自治州梁河县龙窝大道怡心花园(龙兴路)西南侧约170米, 
彩运冰泉丙门水站,https://poi-pic-gz.cdn.bcebos.com/pic_8d64526cbe4eb3fcf040dbf4b9466db4.jpeg,13116989712,13116989712, ,6,德宏傣族景颇族自治州芒市文蚌街南面公务员小区南侧约260米, 
雪域圣泉纯净水公司,https://poi-pic-gz.cdn.bcebos.com/pic_9744441095771dff39f97b902aa48260.jpeg,(0887)8233688,(0887)8233688, ,6,池古巷美源商务酒店, 
东龙山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_7aa3f8eb0a27aee2dd0f036dffec40e7.jpeg,(0879)3230186/(0879)3239289,(0879)3230186/(0879)3239289, ,6,普洱市宁洱哈尼族彝族自治县茶乡路普洱小镇东北侧约50米, 
秘境山泉,https://poi-pic-gz.cdn.bcebos.com/pic_82ae58fc9db3d683db84813cfa484ad5.jpeg,(0883)7628816/13759312708,(0883)7628816/13759312708, ,6,临沧市双江拉祜族佤族布朗族傣族自治县西景线允俸小学北侧约260米, 
昭阳区龙伟饮用水送水店,https://lbsugc.cdn.bcebos.com/images/B64e16f505acd17108.jpeg,(0870)2244789,(0870)2244789, ,6,昭通市昭阳区侨通路童心幼儿园西北侧约110米, 
药峰山泉送水点,https://taojin-his.cdn.bcebos.com/4a36acaf2edda3cca27203390de93901213f9211.jpg,15925548056/18388700065,15925548056/18388700065, ,6,昭通市巧家县马草巷巧家县白鹤滩镇中心学校东北侧约60米, 
文屏山泉,https://poi-pic-gz.cdn.bcebos.com/pic_3d1233bf9c233d8843766873ee07b48c.jpeg,13578046682,13578046682, ,6,云南省昭通市鲁甸县滨河路89号, 
毅源矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_ac32d8ffbf7daf3a453a67f6422f1ce6.jpeg,(0870)8639081/13578037327,(0870)8639081/13578037327, ,6,昭通市水富市沙坪南路吉祥恒晟园林小区东北侧, 
越析山泉厂家直销,https://taojin-his.cdn.bcebos.com/18d8bc3eb13533fa8076382ca7d3fd1f40345beb.jpg,(0872)7399399,(0872)7399399, ,6,大理白族自治州宾川县丹霞路河滨公园小区东侧约80米, 
一品大理满江送水站,https://poi-pic-gz.cdn.bcebos.com/pic_cdb3f8e91d66f1b2758d0e616c48fdf3.jpeg,15911220781,15911220781, ,6,云南省大理白族自治州大理市机场路滨海阳光南侧约150米, 
来兴小区送水站,https://poi-pic-gz.cdn.bcebos.com/pic_6a78690c37e77d892df7075e5f423862.jpeg,15287408493,15287408493, ,6,曲靖市麒麟区寥廓南路景曦苑, 
珍茗金龙水(罗平西关分部),https://poi-pic-gz.cdn.bcebos.com/pic_6a3b70b314cf327d6b322bf114509d2b.jpeg,(0874)8263919,(0874)8263919, ,6,曲靖市罗平县西关街二堡厂农贸市场东北侧约160米, 
响水山泉,https://poi-pic-gz.cdn.bcebos.com/pic_f795f6673b678915641e4f6aa6bfcb3d.jpeg,15825112052,15825112052, ,6,曲靖市宣威市农村信用合作社(虹桥分社)西侧约150米, 
天潭矿泉曲石送水站,https://poi-pic-gz.cdn.bcebos.com/pic_eae54b7ce3c88d6cd52384487741afde.jpeg,13987573353,13987573353, ,6,保山市腾冲市正义路曲石客运站东侧约190米, 
昌宁山泉,https://poi-pic-gz.cdn.bcebos.com/pic_07441ea5dbb17cd62b607968309f73a7.jpeg,(0875)7189996/15187573737/19987248724,(0875)7189996/15187573737/19987248724, ,6,保山市昌宁县宝达路昌宁贝思科幼儿园东南侧约290米, 
青龙山泉水,https://taojin-his.cdn.bcebos.com/38dbb6fd5266d01644ee28189a2bd40735fa350e.jpg,(0875)8124008,(0875)8124008, ,6,保山市施甸县石鼓东路嘉城·名都广场西南侧约110米, 
云南山泉(天河园水站),https://poi-pic-gz.cdn.bcebos.com/pic_af6432a61a0315e86678118ae3eecd84.jpg,(0878)3362858/(0878)3388449,(0878)3362858/(0878)3388449, ,6,云南省楚雄彝族自治州楚雄市振兴路康家小区东区63号, 
云南山泉(元谋主站),https://poi-pic-gz.cdn.bcebos.com/pic_b5efd89348bbcc55ffd5ce8afb1d2438.jpeg,15288508962,15288508962, ,6,云南省楚雄彝族自治州元谋县元祥街元马中学南侧约220米, 
龙箐山泉,https://poi-pic-gz.cdn.bcebos.com/pic_0397ca9c9259a30c00d9680445d574b5.jpg,13887885860,13887885860, ,6,楚雄彝族自治州牟定县S214, 
小龙泉,https://poi-pic-gz.cdn.bcebos.com/pic_96fea058e9eb04a9eae40fe3550e3cd2.jpeg,(0873)7657665,(0873)7657665, ,6,朝阳北路57号, 
开远市建设西路送水站,https://poi-pic-gz.cdn.bcebos.com/pic_391af5f222e2de7b01a82ef2ea778b57.jpeg,(0873)3026272/(0873)3136756/(0873)7133322,(0873)3026272/(0873)3136756/(0873)7133322, ,6,云南省红河哈尼族彝族自治州开远市建设西路268号, 
珍茗金龙水(红河泸西店),https://poi-pic-gz.cdn.bcebos.com/pic_fb9c86abb9501e768afafdba2c1ca041.jpeg,(0873)6621653,(0873)6621653, ,6,云南省红河哈尼族彝族自治州泸西县中枢镇迎宾路农业银行左侧进50米, 
卓恒冰泉大方便利店送水点,https://taojin-his.cdn.bcebos.com/adaf2edda3cc7cd9b00a2f923701213fb80e9151.jpg,(0888)3103333,(0888)3103333, ,6,丽江市古城区庆云路祥和顺天锦苑北侧, 
戛洒山泉天然矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_361f23dd4d57e23b743d628491a2735f.jpg,15108716973/18787722245,15108716973/18787722245, ,6,玉溪市新平彝族傣族自治县太平路福润园小区西南侧约200米, 
高鲁山泉水(临岸三千城站),https://poi-pic-gz.cdn.bcebos.com/pic_054fe3a0b82c00c96c7a6484c21645c2.jpeg,13087433440,13087433440, ,6,云南省玉溪市红塔区玉江大道冯家冲5幢8号1楼, 
珍茗金龙水(嵩明分部),https://poi-pic-gz.cdn.bcebos.com/pic_4aeefa5f7e700c49b1897147d3bd28c2.jpeg,(0871)67924666,(0871)67924666, ,6,黄龙街91号, 
珍茗金龙水(春晖店),https://poi-pic-gz.cdn.bcebos.com/pic_ece45ea3cb73ec5a1c4944afc3ef2f03.jpeg,(0871)68331942,(0871)68331942, ,6,茭菱路88号创意馨园温莎大道36号铺面, 
碧绿青源桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_c548c58b43d1608f224e10c9877fc9e0.jpeg,13081503665,13081503665, ,6,呼和浩特市土默特左旗金七道雅格花园商住小区-二期, 
雪鹿水站,https://poi-pic-gz.cdn.bcebos.com/pic_7de5cbf40b4afa059660be14fa670a2c.jpg,15149371669,15149371669, ,6,内蒙古自治区包头市昆都仑区居然新城13座, 
斯伯润水站,https://taojin-his.cdn.bcebos.com/7e3e6709c93d70cf7489fd44f6dcd100baa12b03.jpg,(0472)4169698/(0472)4355066,(0472)4169698/(0472)4355066, ,6,内蒙古自治区包头市东河区巴彦塔拉东大街43号, 
乐送水,https://poi-pic-gz.cdn.bcebos.com/pic_55fcaab3ddbcffd61f8aabe38e890fe5.jpeg,15598825591,15598825591, ,6,富丽园34号楼11号底商, 
馨泉桶装水经销店,https://poi-pic-gz.cdn.bcebos.com/pic_c1ff788086a1ac14092cfead599c8b10.jpeg,15048741283,15048741283, ,6,内蒙古自治区鄂尔多斯市鄂托克旗乌珠尔路鄂托克农村商业银行(井利民街支行)南侧约130米, 
德日素水,https://poi-pic-gz.cdn.bcebos.com/pic_f2f464427df26ce49ba4ce3a7d26c1ef.jpeg,15047327019/15048724609,15047327019/15048724609, ,6,鄂尔多斯市杭锦旗库布其大街日月轩-C区西北侧, 
夏日矿泉水(陈巴尔虎路店),https://taojin-his.cdn.bcebos.com/b03533fa828ba61ef2f3b4424f34970a304e59b9.jpg,(0470)8332915,(0470)8332915, ,6,白桦西路1号, 
北纬48度矿泉水商行,https://taojin-his.cdn.bcebos.com/0ff41bd5ad6eddc4b66c69e331dbb6fd5266331b.jpg,13474942177,13474942177, ,6,内蒙古自治区呼伦贝尔市满洲里市东世纪大道盛达家园2号楼4号门市, 
鸿泉峰送水站,https://taojin-his.cdn.bcebos.com/d0c8a786c9177f3ebabb18b77ecf3bc79e3d56f9.jpg,(0470)4216579/13500609672,(0470)4216579/13500609672, ,6,内蒙古自治区呼伦贝尔市阿荣旗和平路和平名苑东南侧约120米, 
盈泉桶装水经销部,https://poi-pic-gz.cdn.bcebos.com/pic_3c1a2fce314ab4f7d859145c7b73122e.jpeg,15049038229,15049038229, ,6,呼伦贝尔市牙克石市工程路阳光小区-3期, 
老头山山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_90829d45def825381adf5057c0ad6866.jpeg,18648210920,18648210920, ,6,兴安盟信和广场一期北门市6号楼11号门市, 
阿尔山矿泉水总代理,https://poi-pic-gz.cdn.bcebos.com/pic_35250f82607ef4022977026d7c865367.jpeg,18704857333,18704857333, ,6,铁塔东二十五小时新睡眠宾馆楼下, 
好好麦饭石销售部,https://poi-pic-gz.cdn.bcebos.com/pic_4db78bf3adf01204cf8106b55efd6312.jpeg,15004998508,15004998508, ,6,通辽市奈曼旗清河路尚水·御都西侧, 
鱼知水桶装水送水水吧,https://poi-pic-gz.cdn.bcebos.com/pic_d7e34b62a914feb4be9f1af40850767b.jpeg,04762308880/18604768593,04762308880/18604768593, ,6,内蒙古自治区赤峰市松山区松城家园7号楼东侧01012厅, 
乐溪桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_0a74b0266fa52c81f7146ee49ac299fd.jpeg,(0476)5636788/(0476)5637899,(0476)5636788/(0476)5637899, ,6,赤峰市翁牛特旗清泉路清泉家园, 
亿万祥纯净水直销处,https://poi-pic-gz.cdn.bcebos.com/pic_bb9dfbf0f9b1f5e961242eb0dbbf19f6.jpeg,15847326633,15847326633, ,6,内蒙古自治区赤峰市林西县铜都大街中昊雅居南侧约30米, 
四合堂矿泉水销售店,https://lbsugc.cdn.bcebos.com/images/B66c296d9e95a0de3d.jpeg,15704760598,15704760598, ,6,赤峰市红山区新华路南段8-3号, 
锦浩水业,https://taojin-his.cdn.bcebos.com/f9198618367adab407ee99b081d4b31c8701e403.jpg,15247444111,15247444111, ,6,兴工路173号, 
蓝蓝纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_a69b3a4a3c585eb873e936e16102300f.jpeg,15247401253,15247401253, ,6,乌兰察布市四子王旗文化路王府家园西侧约100米, 
阴山雪溶纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_70cf68da5046677b84f316c4f77d9caa.jpg,(0478)5231616,(0478)5231616, ,6,巴彦淖尔市五原县红旗东路中意苑东北侧约160米, 
圣泉纯净水有限公司,https://poi-pic-gz.cdn.bcebos.com/pic_0371d27cd621684ffe271da7a6193b7b.jpeg,15148607779/15247873331,15148607779/15247873331, ,6,锡林郭勒盟西乌珠穆沁旗罕乌拉街双拥广场东侧约150米, 
小龙人饮用纯净水,https://taojin-his.cdn.bcebos.com/37d3d539b6003af33e5fa4853e2ac65c1138b669.jpg,(0479)7525818,(0479)7525818, ,6,内蒙古自治区锡林郭勒盟二连浩特市建设路与贝加尔街交叉口东南100米, 
丽洁纯净水,https://taojin-his.cdn.bcebos.com/aa18972bd40735fa24716e5095510fb30e240851.jpg,(0479)7226825,(0479)7226825, ,6,锡林郭勒盟苏尼特右旗宝力嘎街嘉泰苑小区西北侧约90米, 
原之源矿泉水销售店,https://poi-pic-gz.cdn.bcebos.com/pic_cb4a43d8f3bd0ee978e4e0883f0bc8b4.jpeg,13947915524,13947915524, ,6,锡林郭勒盟东乌珠穆沁旗建设路旭达商务酒店, 
沙清泉优质饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_de3075654c9c4318058da79b672de519.jpeg,15604797277,15604797277, ,6,锡林郭勒盟正镶白旗察汗淖南路苏登宝贝托儿所西北侧约130米, 
